1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
4	1
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
6	3
6	3
6	3
6	3
6	3
6	3
6	3
6	3
6	3
6	3
7	1
7	1
7	1
7	1
7	1
7	1
7	1
7	1
7	1
7	1
8	1
8	1
8	1
8	1
8	1
8	1
8	1
8	1
8	1
8	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
11	1
11	1
11	1
11	1
11	1
11	1
11	1
11	1
11	1
11	1
12	2
12	2
12	2
12	2
12	2
12	2
12	2
12	2
12	2
12	2
13	4
13	4
13	4
13	4
13	4
13	4
13	4
13	4
13	4
13	4
14	2
14	2
14	2
14	2
14	2
14	2
14	2
14	2
14	2
14	2
15	4
15	4
15	4
15	4
15	4
15	4
15	4
15	4
15	4
15	4
16	1
16	1
16	1
16	1
16	1
16	1
16	1
16	1
16	1
16	1
17	4
17	4
17	4
17	4
17	4
17	4
17	4
17	4
17	4
17	4
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
19	2
19	2
19	2
19	2
19	2
19	2
19	2
19	2
19	2
19	2
20	2
20	2
20	2
20	2
20	2
20	2
20	2
20	2
20	2
20	2
21	3
21	3
21	3
21	3
21	3
21	3
21	3
21	3
21	3
21	3
22	4
22	4
22	4
22	4
22	4
22	4
22	4
22	4
22	4
22	4
23	1
23	1
23	1
23	1
23	1
23	1
23	1
23	1
23	1
23	1
24	2
24	2
24	2
24	2
24	2
24	2
24	2
24	2
24	2
24	2
25	3
25	3
25	3
25	3
25	3
25	3
25	3
25	3
25	3
25	3
26	4
26	4
26	4
26	4
26	4
26	4
26	4
26	4
26	4
26	4
27	4
27	4
27	4
27	4
27	4
27	4
27	4
27	4
27	4
27	4
28	3
28	3
28	3
28	3
28	3
28	3
28	3
28	3
28	3
28	3
29	4
29	4
29	4
29	4
29	4
29	4
29	4
29	4
29	4
29	4
30	2
30	2
30	2
30	2
30	2
30	2
30	2
30	2
30	2
30	2
31	3
31	3
31	3
31	3
31	3
31	3
31	3
31	3
31	3
31	3
32	2
32	2
32	2
32	2
32	2
32	2
32	2
32	2
32	2
32	2
33	1
33	1
33	1
33	1
33	1
33	1
33	1
33	1
33	1
33	1
34	1
34	1
34	1
34	1
34	1
34	1
34	1
34	1
34	1
34	1
35	4
35	4
35	4
35	4
35	4
35	4
35	4
35	4
35	4
35	4
36	4
36	4
36	4
36	4
36	4
36	4
36	4
36	4
