1	2
2	1
3	2
4	2
5	1
6	2
7	1
8	2
9	1
10	2
11	1
12	1
13	2
14	1
15	1
16	2
17	2
18	2
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	2
27	1
28	1
29	1
30	2
31	1
32	2
33	2
34	2
35	1
36	1
37	2
38	1
39	2
40	2
41	1
42	1
43	1
44	1
45	1
46	2
47	1
48	2
49	2
50	2
51	1
52	2
53	2
54	1
55	1
56	1
57	2
58	2
59	2
60	2
61	2
62	2
63	1
64	1
65	1
66	2
67	1
68	2
69	1
70	2
71	1
72	1
73	1
74	1
75	2
76	2
77	1
78	2
79	1
80	2
81	2
82	2
83	1
84	1
85	2
86	2
87	1
88	1
89	2
90	2
91	2
92	1
93	1
94	2
95	1
96	2
97	1
98	1
99	1
100	2
101	2
102	1
103	2
104	1
105	2
106	1
107	2
108	1
109	1
110	2
111	2
112	2
113	2
114	2
115	1
116	1
117	2
118	2
119	1
120	1
121	1
122	2
123	2
124	1
125	1
126	1
127	1
128	2
129	1
130	1
131	2
132	2
133	2
134	2
135	1
136	2
137	2
138	2
139	1
140	1
141	1
142	1
143	2
144	2
145	1
146	2
147	1
148	1
149	2
150	1
151	1
152	2
153	1
154	2
155	2
156	1
157	1
158	2
159	2
160	1
161	2
162	2
163	1
164	2
165	2
166	1
167	2
168	1
169	1
170	1
171	1
172	2
173	1
174	1
175	1
176	1
177	2
178	2
179	2
180	1
181	1
182	2
183	2
184	2
185	1
186	1
187	2
188	1
189	2
190	1
191	2
192	2
193	2
194	1
195	1
196	2
197	2
198	2
199	2
200	1
201	2
202	2
203	1
204	1
205	2
206	2
207	2
208	2
209	1
210	2
211	1
212	2
213	2
214	2
215	2
216	1
217	1
218	2
219	2
220	2
221	2
222	1
223	2
224	2
225	1
226	2
227	1
228	2
229	1
230	1
231	1
232	1
233	2
234	2
235	1
236	1
237	1
238	2
239	2
240	2
241	1
242	1
243	1
244	2
245	2
246	2
247	2
248	1
249	1
250	2
251	1
252	1
253	2
254	2
255	2
256	1
257	2
258	1
259	2
260	1
261	1
262	2
263	1
264	2
265	2
266	1
267	1
268	1
269	2
270	2
271	2
272	1
273	1
274	1
275	1
276	1
277	1
278	2
279	1
280	2
281	2
282	2
283	2
284	2
285	2
286	1
287	2
288	1
289	1
290	2
291	1
292	2
293	2
294	2
295	2
296	1
297	2
298	2
299	1
300	2
301	2
302	1
303	2
304	2
305	2
306	2
307	1
308	2
309	1
310	1
311	2
312	1
313	2
314	2
315	1
316	1
317	1
318	2
319	2
320	1
321	2
322	2
323	1
324	1
325	1
326	1
327	1
328	2
329	2
330	1
331	2
332	2
333	2
334	1
335	1
336	1
337	1
338	2
339	2
340	2
341	1
342	2
343	2
344	1
345	1
346	1
347	2
348	2
349	2
350	2
351	2
352	1
353	2
354	1
355	1
356	1
357	2
358	1
359	1
360	2
361	1
362	1
363	1
364	2
365	2
366	2
367	2
368	2
369	1
370	2
371	2
372	1
373	1
374	1
375	1
376	2
377	2
378	2
379	2
380	1
381	2
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	2
390	1
391	2
392	1
393	2
394	1
395	1
396	1
397	1
398	2
399	1
400	1
401	1
402	2
403	1
404	1
405	1
406	1
407	1
408	2
409	2
410	1
411	2
412	2
413	2
414	1
415	1
416	2
417	2
418	2
419	1
420	2
421	1
422	1
423	1
424	1
425	2
426	1
427	1
428	1
429	1
430	2
431	1
432	2
433	1
434	1
435	2
436	1
437	1
438	1
439	1
440	1
441	1
442	1
443	1
444	1
445	1
446	2
447	2
448	1
449	1
450	1
451	2
452	1
453	2
454	2
455	1
456	2
457	1
458	1
459	1
460	2
461	1
462	2
463	2
464	2
465	2
466	1
467	1
468	2
469	2
470	2
471	1
472	2
473	1
474	2
475	1
476	2
477	1
478	1
479	2
480	2
481	2
482	1
483	2
484	1
485	2
486	2
487	1
488	1
489	2
490	1
491	2
492	2
493	1
494	2
495	2
496	2
497	1
498	2
499	1
500	1
501	1
502	1
503	1
504	2
505	1
506	1
507	1
508	1
509	1
510	1
511	1
512	2
513	1
514	1
515	2
516	2
517	1
518	1
519	2
520	1
521	1
522	1
523	2
524	1
525	2
526	2
527	1
528	2
529	2
530	1
531	1
532	1
533	2
534	2
535	2
536	1
537	1
538	1
539	2
540	1
541	2
542	2
543	2
544	2
545	2
546	2
547	1
548	2
549	1
550	1
551	2
552	1
553	1
554	1
555	2
556	1
557	2
558	1
559	2
560	2
561	2
562	1
563	2
564	1
565	1
566	2
567	2
568	1
569	1
570	2
571	1
572	1
573	2
574	2
575	2
576	2
577	2
578	1
579	1
580	1
581	2
582	2
583	1
584	1
585	1
586	2
587	1
588	2
589	1
590	2
591	2
592	2
593	2
594	2
595	1
596	2
597	2
598	1
599	2
600	2
601	2
602	2
603	1
604	1
605	1
606	2
607	1
608	2
609	2
610	1
611	2
612	1
613	1
614	1
615	1
616	2
617	2
618	2
619	2
620	1
621	2
622	1
623	1
624	1
625	1
626	2
627	2
628	2
629	2
630	1
631	2
632	2
633	2
634	1
635	1
636	2
637	2
638	2
639	2
640	2
641	2
642	1
643	1
644	2
645	2
646	1
647	2
648	2
649	2
650	1
651	1
652	2
653	1
654	2
655	1
656	1
657	1
658	1
659	2
660	1
661	2
662	2
663	1
664	1
665	2
666	1
667	2
668	2
669	1
670	2
671	2
672	2
673	1
674	1
675	1
676	1
677	2
678	1
679	1
680	2
681	2
682	2
683	2
684	1
685	1
686	1
687	2
688	2
689	1
690	1
691	2
692	2
693	2
694	1
695	1
696	1
697	1
698	2
699	2
700	1
701	1
702	2
703	2
704	1
705	2
706	2
707	2
708	2
709	2
710	2
711	2
712	2
713	2
714	1
715	2
716	1
717	2
718	1
719	2
720	2
721	2
722	1
723	2
724	2
725	1
726	1
727	2
728	2
729	1
730	2
731	2
732	1
733	2
734	1
735	1
736	2
737	1
738	1
739	2
740	1
741	1
742	1
743	2
744	2
745	1
746	1
747	1
748	2
749	2
750	2
751	1
752	2
753	1
754	2
755	1
756	2
757	1
758	2
759	2
760	1
761	2
762	1
763	1
764	2
765	1
766	1
767	1
768	1
769	2
770	1
771	2
772	1
773	2
774	2
775	2
776	1
777	1
778	1
779	2
780	1
781	1
782	2
783	2
784	1
785	2
786	1
787	2
788	1
789	2
790	1
791	1
792	2
793	2
794	2
795	1
796	2
797	1
798	2
799	1
800	2
