1	1	1
2	1	1
3	1	1
4	1	1
5	1	2
1	2	2
2	2	2
3	2	1
4	2	1
1	3	2
2	3	2
3	3	2
4	3	2
5	3	1
1	4	2
2	4	2
3	4	2
4	4	2
1	5	2
2	5	2
3	5	2
4	5	2
6	1	2
7	1	2
8	1	1
9	1	2
10	1	2
7	3	2
8	3	1
9	3	2
10	3	2
7	6	2
8	6	1
9	6	2
10	6	2
7	7	1
8	7	1
9	7	1
10	7	1
6	8	2
7	8	2
8	8	2
9	8	2
10	8	2
11	1	2
12	1	1
13	1	2
14	1	1
15	1	1
11	2	1
12	2	1
13	2	1
14	2	1
15	2	2
11	3	2
12	3	1
13	3	1
14	3	1
15	3	2
11	6	2
12	6	1
13	6	1
14	6	1
15	6	2
11	9	1
12	9	1
13	9	1
14	9	1
15	9	1
16	10	1
17	10	1
18	10	1
19	10	2
20	10	1
16	11	2
17	11	1
18	11	1
19	11	2
20	11	1
16	1	2
17	1	2
18	1	1
19	1	2
20	1	2
16	3	2
17	3	2
18	3	1
19	3	1
20	3	1
16	6	2
17	6	2
18	6	1
19	6	1
20	6	1
21	12	1
22	12	1
23	12	2
24	12	2
21	1	1
22	1	1
23	1	1
24	1	1
21	3	1
22	3	1
23	3	2
24	3	2
21	6	1
22	6	2
23	6	2
24	6	2
21	8	2
22	8	2
23	8	2
24	8	2
25	13	1
26	13	1
27	13	2
28	13	1
29	13	1
25	1	1
26	1	2
27	1	2
28	1	2
29	1	2
25	3	1
26	3	2
27	3	2
28	3	2
29	3	2
27	4	1
25	6	1
26	6	2
27	6	1
28	6	2
29	6	2
30	10	1
31	10	2
32	10	1
33	10	1
34	10	2
30	1	1
31	1	2
32	1	2
33	1	2
34	1	2
30	2	2
31	2	2
33	2	1
30	3	2
31	3	1
33	3	2
30	8	2
31	8	2
32	8	2
33	8	2
34	8	2
35	12	2
36	12	2
37	12	2
38	12	2
35	1	2
36	1	1
39	1	2
37	1	1
38	1	2
35	3	2
36	3	2
37	3	2
38	3	2
35	4	2
36	4	2
37	4	2
38	4	2
35	6	2
36	6	2
37	6	2
38	6	2
40	11	1
41	11	2
42	11	1
43	11	1
44	11	1
40	14	1
41	14	2
42	14	1
43	14	1
44	14	1
40	1	2
41	1	2
42	1	1
43	1	1
44	1	1
40	3	2
41	3	2
42	3	2
43	3	2
44	3	2
40	8	2
41	8	2
42	8	2
43	8	2
44	8	2
45	1	1
46	1	1
47	1	1
48	1	1
45	3	1
46	3	1
47	3	1
48	3	2
45	4	2
46	4	2
47	4	2
48	4	2
45	6	2
46	6	1
47	6	2
48	6	2
45	7	1
46	7	1
47	7	1
48	7	1
49	10	1
50	10	2
51	10	1
52	10	1
53	10	1
49	15	1
50	15	1
51	15	1
52	15	1
53	15	1
49	2	1
50	2	2
51	2	1
52	2	1
53	2	1
49	3	2
50	3	1
51	3	2
52	3	2
53	3	2
49	4	2
50	4	2
51	4	2
52	4	2
54	16	2
55	16	2
56	16	2
57	16	2
58	16	1
54	1	2
55	1	2
56	1	2
57	1	2
58	1	2
54	2	1
55	2	2
56	2	2
57	2	1
58	2	1
54	3	1
55	3	1
56	3	2
57	3	1
58	3	1
54	6	1
55	6	1
56	6	2
57	6	2
58	6	1
59	1	2
60	1	2
61	1	2
62	1	2
63	1	2
59	2	1
60	2	1
61	2	1
62	2	1
63	2	1
59	3	1
60	3	1
61	3	1
62	3	1
63	3	1
59	6	1
60	6	1
61	6	2
62	6	1
63	6	1
59	7	1
60	7	1
61	7	2
62	7	1
63	7	1
64	13	1
65	13	2
66	13	1
67	13	1
68	13	1
64	1	1
65	1	2
66	1	1
67	1	1
68	1	1
64	3	1
65	3	2
66	3	1
67	3	1
68	3	1
64	4	2
65	4	2
66	4	2
67	4	2
68	4	2
64	6	1
65	6	1
66	6	1
67	6	1
68	6	1
69	14	1
70	14	1
71	14	1
72	14	1
69	17	1
70	17	1
71	17	1
72	17	1
69	18	1
70	18	1
71	18	1
72	18	1
69	3	2
70	3	2
71	3	2
72	3	2
69	6	2
70	6	2
71	6	2
72	6	2
73	12	1
74	12	1
75	12	1
