1	1	4
1	2	3
1	3	4
1	4	4
1	5	4
1	6	3
1	7	1
1	8	3
1	9	4
1	10	3
2	11	3
2	12	3
2	13	4
2	14	3
2	15	3
2	1	3
2	16	3
2	17	3
2	3	3
2	9	4
3	12	2
3	3	2
3	13	2
3	17	2
3	18	2
3	19	2
3	20	2
3	21	2
3	22	1
3	16	1
4	23	1
4	24	1
4	25	1
4	26	1
4	27	1
4	28	1
4	29	2
4	30	1
4	20	1
4	31	1
5	32	3
5	33	4
5	16	4
5	3	3
5	20	3
5	34	4
5	28	4
5	25	4
5	31	3
5	35	4
6	35	3
6	1	3
6	36	4
6	37	3
6	38	3
6	13	3
6	16	3
6	20	3
6	39	4
6	25	3
7	13	2
7	40	2
7	35	1
7	41	2
7	34	2
7	42	2
7	21	2
7	9	2
7	43	2
7	11	1
8	1	1
8	40	1
8	44	1
8	3	2
8	45	1
8	23	1
8	46	1
8	47	1
8	20	1
8	5	2
9	48	1
9	49	1
9	50	1
9	35	1
9	51	2
9	52	1
9	27	1
9	34	1
9	16	3
9	9	1
10	2	3
10	16	1
10	53	1
10	54	1
10	34	1
10	51	1
10	21	1
10	12	1
10	3	2
10	9	1
11	50	1
11	25	1
11	31	1
11	5	1
11	39	1
11	54	2
11	35	1
11	19	1
11	55	1
11	3	2
12	50	1
12	2	2
12	1	2
12	10	1
12	43	1
12	4	2
12	34	2
12	8	2
12	31	2
12	26	2
13	2	4
13	14	3
13	1	4
13	25	3
13	43	4
13	9	4
13	10	4
13	5	3
13	12	4
13	13	4
14	12	2
14	35	1
14	36	2
14	56	2
14	9	2
14	57	2
14	58	3
14	44	1
14	16	1
14	6	2
15	40	4
15	55	4
15	34	4
15	36	4
15	42	4
15	16	4
15	59	4
15	43	3
15	3	3
15	28	4
16	47	1
16	56	1
16	34	1
16	60	1
16	50	1
16	61	1
16	11	2
16	25	1
16	31	1
16	62	1
17	13	4
17	40	4
17	10	4
17	39	4
17	17	4
17	21	4
17	43	4
17	45	4
17	22	3
17	58	3
18	43	2
18	3	2
18	40	2
18	26	2
18	17	2
18	18	2
18	9	2
18	61	2
18	13	2
18	54	2
19	16	1
19	12	1
19	3	1
19	53	1
19	31	1
19	9	1
19	55	1
19	13	1
19	34	1
19	14	1
20	13	1
20	11	1
20	36	2
20	47	2
20	15	2
20	23	2
20	9	2
20	55	1
20	16	1
20	61	2
21	50	3
21	43	4
21	2	3
21	47	4
21	23	4
21	40	4
21	63	3
