1	1	5
1	2	5
1	3	5
1	4	5
1	5	5
1	6	5
2	1	1
2	12	1
2	16	1
2	28	1
2	29	1
2	45	1
3	1	1
3	2	1
3	7	1
3	41	5
3	101	1
3	108	2
4	1	1
4	12	1
4	13	1
4	14	1
4	104	1
4	115	4
5	1	2
5	2	2
5	4	4
5	16	2
5	29	3
5	44	1
6	7	2
6	30	3
6	31	5
6	71	4
7	3	5
7	7	5
7	8	5
7	9	5
7	10	5
7	11	5
8	1	5
8	8	4
8	14	5
8	16	5
8	33	5
8	34	1
9	1	1
9	8	1
9	16	1
9	30	2
9	85	5
9	89	1
10	2	5
10	11	4
10	12	5
10	13	5
10	14	5
10	15	5
11	1	5
11	3	4
11	9	5
11	14	5
11	16	3
11	17	5
12	2	1
12	12	1
12	14	5
12	16	1
12	30	3
12	31	2
13	1	4
13	8	5
13	16	3
13	18	2
13	19	5
13	20	5
14	3	5
14	7	4
14	8	4
14	11	5
14	21	5
14	52	5
15	3	5
15	7	3
15	12	5
15	21	5
15	22	5
15	23	5
16	3	2
16	4	2
16	13	2
16	16	2
16	24	2
16	25	1
17	4	2
17	7	1
17	8	5
17	26	2
17	27	2
17	28	1
18	1	5
18	3	5
18	7	5
18	14	5
18	65	5
18	66	5
19	1	3
19	3	1
19	4	3
19	13	2
19	24	3
19	29	4
20	1	4
20	3	2
20	14	4
20	16	1
20	33	3
20	107	2
21	3	4
21	4	3
21	7	1
21	12	1
21	25	1
21	27	1
22	7	1
22	8	1
22	16	1
22	22	1
22	33	1
22	52	1
23	5	5
23	8	5
23	9	5
23	13	5
23	16	5
23	17	5
24	3	4
24	13	5
24	14	4
24	16	5
24	30	5
24	31	5
25	2	3
25	3	3
25	4	5
25	6	3
25	9	4
25	12	4
26	1	3
26	13	3
26	16	4
26	30	3
26	37	5
26	59	5
27	2	5
27	3	5
27	26	5
27	32	1
27	33	5
27	34	5
28	1	3
28	2	5
28	12	4
28	41	5
28	42	5
28	53	3
29	1	3
29	3	2
29	4	4
29	12	2
29	20	4
29	29	3
30	3	3
30	13	4
30	16	3
30	41	5
30	59	4
30	69	3
31	4	4
31	7	2
31	8	3
31	26	2
31	29	5
31	35	2
32	1	2
32	3	2
32	13	2
32	41	4
32	43	4
32	69	4
33	3	3
33	8	3
33	12	3
33	36	4
33	37	5
33	38	5
34	2	5
34	3	5
34	8	5
34	11	4
34	29	2
34	39	5
35	1	2
35	13	2
35	16	2
35	101	2
35	105	3
35	106	1
36	1	4
36	16	3
36	26	4
36	33	4
36	34	4
36	40	5
37	7	4
37	12	4
37	13	3
37	54	5
37	55	4
37	58	5
38	2	3
38	8	4
38	13	3
38	42	4
38	53	4
38	78	3
39	1	3
39	2	3
39	16	3
39	41	3
39	42	3
39	43	5
40	1	3
40	2	3
40	7	2
40	41	5
40	42	3
40	43	4
41	2	2
41	3	3
41	4	4
41	8	3
41	20	5
41	32	2
42	7	2
42	8	3
42	16	1
42	36	4
42	44	5
42	45	2
43	1	5
43	3	5
43	7	5
43	53	5
43	79	5
43	109	5
44	1	5
44	2	1
44	34	5
44	36	3
44	45	5
45	1	5
45	8	4
45	12	2
45	21	4
45	53	1
45	78	5
46	3	3
46	7	2
46	12	3
46	36	3
46	37	4
46	46	3
47	7	1
47	8	1
47	13	2
47	29	2
47	33	4
47	47	2
48	7	2
48	8	1
48	26	1
48	54	1
48	55	1
48	57	4
49	1	3
49	3	2
49	7	2
49	30	3
49	104	5
49	110	1
50	1	2
50	3	2
50	8	1
50	30	2
50	104	5
50	110	1
51	7	5
51	12	5
51	13	5
51	30	5
51	104	5
51	110	5
52	7	1
52	13	1
52	16	1
52	55	1
52	57	4
53	1	1
53	13	2
53	16	1
53	29	1
53	36	1
