5	2
6	2
13	2
27	2
33	2
39	2
41	2
50	2
56	2
61	2
65	2
79	2
84	2
90	2
103	2
112	2
116	2
122	2
126	2
147	2
156	1
164	2
177	2
180	2
183	2
190	2
221	2
229	2
233	2
236	2
238	2
258	2
268	2
274	2
286	1
289	2
297	1
304	2
310	1
316	2
323	2
329	2
334	2
336	2
342	2
349	2
351	2
353	2
367	1
372	2
374	2
382	1
395	2
401	2
406	1
409	2
420	2
425	2
426	1
432	1
437	1
452	2
458	2
462	2
470	2
474	2
480	2
488	2
495	2
500	2
503	1
508	1
513	2
520	2
528	2
534	2
544	1
550	1
559	2
561	2
566	2
571	2
580	2
584	2
589	2
591	1
596	2
601	2
609	2
615	2
622	2
625	1
638	2
659	1
674	2
681	2
684	1
690	2
697	2
698	2
708	2
714	2
725	2
728	2
733	2
742	2
747	2
759	2
767	2
780	2
789	2
791	2
796	2
805	2
813	2
814	2
829	2
842	2
877	2
884	2
890	2
894	2
901	2
905	2
911	2
916	2
925	2
930	2
937	2
951	2
955	2
959	2
963	2
989	2
994	2
1003	2
1008	2
1012	2
1026	2
1029	2
1042	2
1052	2
1061	2
1086	2
1097	2
1102	2
1109	2
1118	2
1125	2
1131	2
1147	2
1153	2
1156	2
1166	2
1168	2
1178	2
1193	2
1198	2
1204	2
1217	2
1222	2
1230	2
1237	2
1248	2
1259	2
1266	2
1273	2
1288	2
1297	2
1305	2
1314	2
1332	2
1334	2
1339	2
1344	2
1359	2
1380	2
1385	2
1390	2
1391	2
1406	2
1417	2
1427	2
1428	2
1433	2
1450	2
1453	2
1461	2
1462	2
1471	2
1477	2
1489	2
1491	1
1498	2
1501	2
1509	2
1522	2
1529	2
1533	1
1549	2
1554	2
1573	2
1574	2
1583	2
1586	2
1593	2
1598	2
1604	2
1620	1
1635	1
1642	2
1657	2
1658	2
1663	1
1682	2
1689	2
1717	2
1734	2
1739	2
1757	2
1762	2
1769	1
1778	2
1798	1
1803	2
1808	2
1810	2
1816	2
1821	1
1825	1
1829	2
1847	2
1856	2
1870	2
1886	2
1890	1
1893	2
1899	2
1913	2
1919	1
1928	2
1933	2
1942	2
1945	2
1954	2
1956	2
1966	2
1978	2
1982	2
1990	2
1997	2
2001	2
2005	2
