1	1	2
1	2	1
1	3	2
1	4	2
1	5	2
1	6	2
1	7	2
1	8	2
1	9	2
1	10	1
1	11	2
1	12	2
1	13	1
1	14	2
1	15	2
1	16	2
1	17	2
1	18	1
1	19	1
1	20	2
1	21	2
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	2
1	28	2
1	29	2
1	30	2
1	31	2
1	32	2
1	33	1
1	34	1
1	35	2
1	36	2
1	37	2
1	38	2
1	39	2
2	1	2
2	2	1
2	3	2
2	4	2
2	5	2
2	6	2
2	7	2
2	8	2
2	9	2
2	10	1
2	11	1
2	12	1
2	13	1
2	14	2
2	15	1
2	16	2
2	17	2
2	18	1
2	19	1
2	20	1
2	21	1
2	22	1
2	23	1
2	24	1
2	25	2
2	26	1
2	27	2
2	28	1
2	29	2
2	30	2
2	31	1
2	32	2
2	33	1
2	34	2
2	35	2
2	36	1
2	37	1
2	38	1
2	39	2
3	1	2
3	2	2
3	3	2
3	4	2
3	5	2
3	6	2
3	7	2
3	8	2
3	9	2
3	10	1
3	11	1
3	12	2
3	13	1
3	14	2
3	15	2
3	16	2
3	17	2
3	18	1
3	19	1
3	20	2
3	21	1
3	22	2
3	23	1
3	24	1
3	25	2
3	26	1
3	27	2
3	28	1
3	29	2
3	30	2
3	31	2
3	32	2
3	33	1
3	34	2
3	35	2
3	36	2
3	37	1
3	38	2
3	39	1
4	1	1
4	2	1
4	3	2
4	4	1
4	5	2
4	6	1
4	7	2
4	8	1
4	9	1
4	10	1
4	11	2
4	12	2
4	13	2
4	14	2
4	15	1
4	16	2
4	17	2
4	18	1
4	19	1
4	20	1
4	21	1
4	22	1
4	23	1
4	24	1
4	25	2
4	26	2
4	27	2
4	28	1
4	29	2
4	30	1
4	31	1
4	32	1
4	33	1
4	34	1
4	35	1
4	36	2
4	37	1
4	38	1
4	39	1
5	1	2
5	2	1
5	3	2
5	4	1
5	5	1
5	6	2
5	7	2
5	8	2
5	9	1
5	10	1
5	11	1
5	12	2
5	13	2
5	14	2
5	15	2
5	16	1
5	17	2
5	18	1
5	19	1
5	20	2
5	21	1
5	22	1
5	23	1
5	24	1
5	25	2
5	26	1
5	27	2
