"PHOTO_ID","LOCATION"
"5855527545","Anorak/3207_5855527545.jpg"
"59724789","Androgyny/2421_59724789.jpg"
"59911384","Androgyny/2520_59911384.jpg"
"6201574481","Anorak/503_6201574481.jpg"
"1525275483","Androgyny/2944_1525275483.jpg"
"59798794","Androgyny/2602_59798794.jpg"
"59724742","Androgyny/2636_59724742.jpg"
"59725007","Androgyny/2841_59725007.jpg"
"59798812","Androgyny/3341_59798812.jpg"
"4505875505","Anorak/334_4505875505.jpg"
"59798497","Androgyny/2229_59798497.jpg"
"59798410","Androgyny/2235_59798410.jpg"
"3033437393","Androgyny/2273_3033437393.jpg"
"3034272742","Androgyny/2274_3034272742.jpg"
"3034275520","Androgyny/2276_3034275520.jpg"
"3034274318","Androgyny/2280_3034274318.jpg"
"59724775","Androgyny/2318_59724775.jpg"
"4000767158","Anorak/114_4000767158.jpg"
"2736891008","Anorak/3738_2736891008.jpg"
"5548513100","Anorak/3805_5548513100.jpg"
"358228345","Anorak/3817_358228345.jpg"
"3983265005","Anorak/3820_3983265005.jpg"
"2238471773","Anorak/3903_2238471773.jpg"
"4975965919","Anorak/3911_4975965919.jpg"
"5013550075","Bespoke/1314_5013550075.jpg"
"5013550809","Bespoke/1318_5013550809.jpg"
"5013550749","Bespoke/1319_5013550749.jpg"
"4837406131","Bespoke/508_4837406131.jpg"
"6890214202","Anorak/4003_6890214202.jpg"
"7241614906","Bespoke/621_7241614906.jpg"
"2444297965","Anorak/807_2444297965.jpg"
"7051598889","Bell-bottoms/1341_7051598889.jpg"
"7095622531","Anorak/3010_7095622531.jpg"
"2335560338","Anorak/1013_2335560338.jpg"
"6913782216","Bell-bottoms/1558_6913782216.jpg"
"7051597877","Bell-bottoms/1590_7051597877.jpg"
"4776515122","Bell-bottoms/1601_4776515122.jpg"
"570195757","Bell-bottoms/1173_570195757.jpg"
"2788328075","Anorak/1169_2788328075.jpg"
"4775880939","Bell-bottoms/1604_4775880939.jpg"
"4775880359","Bell-bottoms/1605_4775880359.jpg"
"4775881081","Bell-bottoms/1611_4775881081.jpg"
"7051597785","Bell-bottoms/1645_7051597785.jpg"
"7059864631","Bell-bottoms/1656_7059864631.jpg"
"274356585","Bell-bottoms/1688_274356585.jpg"
"77647131","Barretina/1_77647131.jpg"
"5208903956","Barretina/4_5208903956.jpg"
"5897706896","Barretina/27_5897706896.jpg"
"5353207348","Baseball cap/8_5353207348.jpg"
"11295980","Baseball cap/16_11295980.jpg"
"6067517843","Baseball cap/103_6067517843.jpg"
"479072328","Anorak/1845_479072328.jpg"
"6841553788","Anorak/1856_6841553788.jpg"
"6862102735","Anorak/1857_6862102735.jpg"
"453245085","Baseball cap/191_453245085.jpg"
"6838184212","Bell-bottoms/40_6838184212.jpg"
"941032054","Bell-bottoms/2213_941032054.jpg"
"6809288969","Bell-bottoms/2215_6809288969.jpg"
"4869975009","Bell-bottoms/103_4869975009.jpg"
"4870585288","Bell-bottoms/104_4870585288.jpg"
"4870586352","Bell-bottoms/105_4870586352.jpg"
"4870585636","Bell-bottoms/106_4870585636.jpg"
"4869973849","Bell-bottoms/107_4869973849.jpg"
"4870585932","Bell-bottoms/108_4870585932.jpg"
"4870586166","Bell-bottoms/152_4870586166.jpg"
"418199883","Baseball cap/501_418199883.jpg"
"5352638347","Baseball cap/504_5352638347.jpg"
"5887144576","Baseball cap/507_5887144576.jpg"
"6307940544","Baseball cap/511_6307940544.jpg"
"2269443138","Baseball cap/709_2269443138.jpg"
"2269441040","Baseball cap/762_2269441040.jpg"
"4769861441","Bell-bottoms/2524_4769861441.jpg"
"4870586482","Bell-bottoms/407_4870586482.jpg"
"4869974607","Bell-bottoms/408_4869974607.jpg"
"4869974081","Bell-bottoms/409_4869974081.jpg"
"4869974803","Bell-bottoms/410_4869974803.jpg"
"4842122895","Bell-bottoms/479_4842122895.jpg"
"4930016502","Anorak/2513_4930016502.jpg"
"101756642","Anorak/2613_101756642.jpg"
"4195066278","Bell-bottoms/2692_4195066278.jpg"
"6797947437","Bell-bottoms/2760_6797947437.png"
"3939702928","Bell-bottoms/553_3939702928.jpg"
"2747931851","Bell-bottoms/2818_2747931851.jpg"
"188497228","Bell-bottoms/2886_188497228.jpg"
"3906605919","Bell-bottoms/704_3906605919.jpg"
"3907384882","Bell-bottoms/705_3907384882.jpg"
"7165421968","Bell-bottoms/714_7165421968.jpg"
"4545524617","Bell-bottoms/719_4545524617.jpg"
"4545524905","Bell-bottoms/720_4545524905.jpg"
"4546159086","Bell-bottoms/721_4546159086.jpg"
"4545524317","Bell-bottoms/722_4545524317.jpg"
"4545524407","Bell-bottoms/723_4545524407.jpg"
"4546159618","Bell-bottoms/724_4546159618.jpg"
"4545525023","Bell-bottoms/725_4545525023.jpg"
"4546160226","Bell-bottoms/726_4546160226.jpg"
"4546159886","Bell-bottoms/772_4546159886.jpg"
"5001388876","Bell-bottoms/822_5001388876.jpg"
"3907384714","Bell-bottoms/702_3907384714.jpg"
"3906606403","Bell-bottoms/703_3906606403.jpg"
"5307705094","Anorak/2805_5307705094.jpg"
"875192965","Anorak/2902_875192965.jpg"
"1280955422","Anorak/2915_1280955422.jpg"
"4923577330","Anorak/2932_4923577330.jpg"
"875188405","Anorak/2937_875188405.jpg"
"476511758","Bell-bottoms/938_476511758.jpg"
"8910893","Bell-bottoms/941_8910893.jpg"
"6258824012","Bell-bottoms/1031_6258824012.jpg"
"6861360228","Baldric/190_6861360228.jpg"
